Nomor,Lambda,Abs 1,Trans 1,Abs 2,Trans 2,Abs 3,Trans 3
311,490.0,0.033,0.9268298233793493,0.015,0.9660508789898133,0.04,0.9120108393559098
312,489.0,0.033,0.9268298233793493,0.015,0.9660508789898133,0.04,0.9120108393559098
313,488.0,0.032,0.9289663867799364,0.015,0.9660508789898133,0.04,0.9120108393559098
314,487.0,0.032,0.9289663867799364,0.014,0.9682778562612492,0.039,0.9141132414702502
315,486.0,0.032,0.9289663867799364,0.014,0.9682778562612492,0.039,0.9141132414702502
316,485.0,0.031,0.9311078754678304,0.014,0.9682778562612492,0.039,0.9141132414702502
317,484.0,0.031,0.9311078754678304,0.013,0.9705099672454897,0.038,0.9162204901219998
318,483.0,0.03,0.933254300796991,0.013,0.9705099672454897,0.038,0.9162204901219998
319,482.0,0.03,0.933254300796991,0.012,0.9727472237769651,0.038,0.9162204901219998
320,481.0,0.029,0.9354056741475519,0.012,0.9727472237769651,0.037,0.9183325964835809
321,480.0,0.029,0.9354056741475519,0.012,0.9727472237769651,0.037,0.9183325964835809
322,479.0,0.029,0.9354056741475519,0.012,0.9727472237769651,0.037,0.9183325964835809
323,478.0,0.028,0.9375620069258802,0.011,0.974989637717387,0.037,0.9183325964835809
324,477.0,0.028,0.9375620069258802,0.011,0.974989637717387,0.036,0.9204495717531713
325,476.0,0.027,0.9397233105646379,0.01,0.9772372209558107,0.036,0.9204495717531713
326,475.0,0.027,0.9397233105646379,0.01,0.9772372209558107,0.036,0.9204495717531713
327,474.0,0.027,0.9397233105646379,0.01,0.9772372209558107,0.035,0.9225714271547631
328,473.0,0.026,0.9418895965228413,0.01,0.9772372209558107,0.035,0.9225714271547631
329,472.0,0.026,0.9418895965228413,0.009,0.9794899854086989,0.034,0.9246981739382225
330,471.0,0.025,0.9440608762859234,0.009,0.9794899854086989,0.034,0.9246981739382225
331,470.0,0.025,0.9440608762859234,0.008,0.9817479430199844,0.034,0.9246981739382225
332,469.0,0.025,0.9440608762859234,0.008,0.9817479430199844,0.034,0.9246981739382225
333,468.0,0.024,0.9462371613657931,0.008,0.9817479430199844,0.033,0.9268298233793493
334,467.0,0.024,0.9462371613657931,0.007,0.9840111057611337,0.033,0.9268298233793493
335,466.0,0.024,0.9462371613657931,0.007,0.9840111057611337,0.033,0.9268298233793493
336,465.0,0.023,0.9484184633008972,0.007,0.9840111057611337,0.032,0.9289663867799364
337,464.0,0.023,0.9484184633008972,0.007,0.9840111057611337,0.032,0.9289663867799364
338,463.0,0.023,0.9484184633008972,0.006,0.9862794856312105,0.032,0.9289663867799364
339,462.0,0.022,0.9506047936562815,0.006,0.9862794856312105,0.031,0.9311078754678304
340,461.0,0.022,0.9506047936562815,0.006,0.9862794856312105,0.031,0.9311078754678304
341,460.0,0.022,0.9506047936562815,0.006,0.9862794856312105,0.031,0.9311078754678304
342,459.0,0.021,0.9527961640236519,0.005,0.9885530946569389,0.031,0.9311078754678304
343,458.0,0.021,0.9527961640236519,0.005,0.9885530946569389,0.031,0.9311078754678304
344,457.0,0.021,0.9527961640236519,0.005,0.9885530946569389,0.03,0.933254300796991
345,456.0,0.021,0.9527961640236519,0.005,0.9885530946569389,0.03,0.933254300796991
346,455.0,0.02,0.954992586021436,0.004,0.9908319448927676,0.03,0.933254300796991
347,454.0,0.02,0.954992586021436,0.004,0.9908319448927676,0.03,0.933254300796991
348,453.0,0.02,0.954992586021436,0.004,0.9908319448927676,0.03,0.933254300796991
349,452.0,0.019,0.9571940712948445,0.004,0.9908319448927676,0.029,0.9354056741475519
350,451.0,0.019,0.9571940712948445,0.004,0.9908319448927676,0.029,0.9354056741475519
351,450.0,0.019,0.9571940712948445,0.003,0.9931160484209338,0.029,0.9354056741475519
352,449.0,0.019,0.9571940712948445,0.003,0.9931160484209338,0.029,0.9354056741475519
353,448.0,0.018,0.9594006315159331,0.003,0.9931160484209338,0.028,0.9375620069258802
354,447.0,0.018,0.9594006315159331,0.003,0.9931160484209338,0.028,0.9375620069258802
355,446.0,0.018,0.9594006315159331,0.003,0.9931160484209338,0.028,0.9375620069258802
356,445.0,0.018,0.9594006315159331,0.003,0.9931160484209338,0.028,0.9375620069258802
357,444.0,0.018,0.9594006315159331,0.003,0.9931160484209338,0.028,0.9375620069258802
358,443.0,0.018,0.9594006315159331,0.003,0.9931160484209338,0.028,0.9375620069258802
359,442.0,0.017,0.9616122783836647,0.003,0.9931160484209338,0.028,0.9375620069258802
360,441.0,0.017,0.9616122783836647,0.003,0.9931160484209338,0.028,0.9375620069258802
361,440.0,0.017,0.9616122783836647,0.003,0.9931160484209338,0.028,0.9375620069258802
362,439.0,0.017,0.9616122783836647,0.003,0.9931160484209338,0.028,0.9375620069258802
363,438.0,0.017,0.9616122783836647,0.003,0.9931160484209338,0.028,0.9375620069258802
364,437.0,0.017,0.9616122783836647,0.003,0.9931160484209338,0.028,0.9375620069258802
365,436.0,0.017,0.9616122783836647,0.003,0.9931160484209338,0.028,0.9375620069258802
366,435.0,0.017,0.9616122783836647,0.003,0.9931160484209338,0.028,0.9375620069258802
367,434.0,0.017,0.9616122783836647,0.003,0.9931160484209338,0.028,0.9375620069258802
368,433.0,0.017,0.9616122783836647,0.003,0.9931160484209338,0.028,0.9375620069258802
369,432.0,0.017,0.9616122783836647,0.003,0.9931160484209338,0.028,0.9375620069258802
370,431.0,0.017,0.9616122783836647,0.003,0.9931160484209338,0.028,0.9375620069258802
371,430.0,0.018,0.9594006315159331,0.004,0.9908319448927676,0.028,0.9375620069258802
372,429.0,0.018,0.9594006315159331,0.004,0.9908319448927676,0.028,0.9375620069258802
373,428.0,0.018,0.9594006315159331,0.004,0.9908319448927676,0.028,0.9375620069258802
374,427.0,0.018,0.9594006315159331,0.004,0.9908319448927676,0.028,0.9375620069258802
375,426.0,0.018,0.9594006315159331,0.004,0.9908319448927676,0.028,0.9375620069258802
376,425.0,0.018,0.9594006315159331,0.004,0.9908319448927676,0.028,0.9375620069258802
377,424.0,0.018,0.9594006315159331,0.005,0.9885530946569389,0.029,0.9354056741475519
378,423.0,0.018,0.9594006315159331,0.005,0.9885530946569389,0.029,0.9354056741475519
379,422.0,0.019,0.9571940712948445,0.005,0.9885530946569389,0.029,0.9354056741475519
380,421.0,0.019,0.9571940712948445,0.006,0.9862794856312105,0.03,0.933254300796991
381,420.0,0.019,0.9571940712948445,0.006,0.9862794856312105,0.03,0.933254300796991
382,419.0,0.019,0.9571940712948445,0.007,0.9840111057611337,0.03,0.933254300796991
383,418.0,0.02,0.954992586021436,0.007,0.9840111057611337,0.03,0.933254300796991
384,417.0,0.02,0.954992586021436,0.008,0.9817479430199844,0.031,0.9311078754678304
385,416.0,0.021,0.9527961640236519,0.008,0.9817479430199844,0.031,0.9311078754678304
386,415.0,0.022,0.9506047936562815,0.009,0.9794899854086989,0.032,0.9289663867799364
387,414.0,0.023,0.9484184633008972,0.01,0.9772372209558107,0.033,0.9268298233793493
388,413.0,0.023,0.9484184633008972,0.011,0.974989637717387,0.033,0.9268298233793493
389,412.0,0.024,0.9462371613657931,0.012,0.9727472237769651,0.034,0.9246981739382225
390,411.0,0.026,0.9418895965228413,0.013,0.9705099672454897,0.035,0.9225714271547631
391,410.0,0.027,0.9397233105646379,0.014,0.9682778562612492,0.036,0.9204495717531713
392,409.0,0.029,0.9354056741475519,0.016,0.9638290236239705,0.038,0.9162204901219998
393,408.0,0.03,0.933254300796991,0.018,0.9594006315159331,0.039,0.9141132414702502
394,407.0,0.032,0.9289663867799364,0.02,0.954992586021436,0.041,0.9099132726322515
395,406.0,0.034,0.9246981739382225,0.022,0.9506047936562815,0.042,0.9078205301781858
396,405.0,0.037,0.9183325964835809,0.024,0.9462371613657931,0.045,0.9015711376059569
397,404.0,0.039,0.9141132414702502,0.027,0.9397233105646379,0.047,0.8974287945007484
398,403.0,0.041,0.9099132726322515,0.029,0.9354056741475519,0.049,0.8933054837332952
399,402.0,0.044,0.9036494737223014,0.032,0.9289663867799364,0.051,0.8892011178579484
400,401.0,0.046,0.8994975815300352,0.035,0.9225714271547631,0.053,0.8851156098308355
401,400.0,0.048,0.8953647655495938,0.038,0.9162204901219998,0.056,0.8790225168308843
